Quad_Cat,Num_of_Fixations,Mean_Fixation_Duration,SD_Fixation_Duration,Skew_Fixation_Duration,Max_Fixation_Duration,First_Fixation_Duration,Num_of_Saccade,Mean_Saccade_Duration,SD_Saccade_Duration,Skew_Saccade_Duration,Max_Saccade_Duration,Mean_Saccade_Amplitude,SD_Saccade_Amplitude,Skew_Saccade_Amplitude,Max_Saccade_Amplitude,Mean_Saccade_Direction,SD_Saccade_Direction,Skew_Saccade_Direction,Max_Saccade_Direction,Mean_Saccade_Length,SD_Saccade_Length,Skew_Saccade_Length,Max_Saccade_Length,Num_of_Blink,Mean_Blink_Duration,SD_Blink_Duration,Skew_Blink_Duration,Max_Blink_Duration,Num_of_Microsac,Mean_Microsac_Peak_Vel,SD_Microsac_Peak_Vel,Skew_Microsac_Peak_Vel,Max_Microsac_Peak_Vel,Mean_Microsac_Ampl,SD_Microsac_Ampl,Skew_Microsac_Ampl,Max_Microsac_Ampl,Mean_Microsac_Dir,SD_Microsac_Dir,Skew_Microsac_Dir,Max_Microsac_Dir,Mean_Microsac_H_Amp,SD_Microsac_H_Amp,Skew_Microsac_H_Amp,Max_Microsac_H_Amp,Mean_Microsac_V_Amp,SD_Microsac_V_Amp,Skew_Microsac_V_Amp,Max_Microsac_V_Amp
1,0.472049689,1394.355263,1286.402785,1.711408522,5945,1667,0.465838509,743.96,649.9704243,0.89790319,2752,57.82201784,52.71856153,0.741473561,184.701429,-0.486661875,2.124858509,0.19572195,3.139974716,57.82788856,52.72391409,0.741473561,184.7201819,0.01863354,82,22.5166605,-0.044323962,104,1.130434783,158.5579826,81.71325185,0.698196156,442.7597188,19.03280787,28.21575374,3.140294293,156.7664832,-15.87124308,121.585438,0.038896557,179.9543194,1.29575569,33.16777567,0.955791755,156.4684964,-0.688250359,7.621622828,-2.537617546,29.38531835
3,0.35,2473.107143,3948.078814,4.063400154,21669,1867,0.35,385.7857143,376.935141,0.82362403,1255,31.44110287,43.5974905,2.044846447,169.953931,-0.016135802,2.100510201,-0.028851929,3.116401961,31.44429511,43.60191699,2.044846447,169.9711865,0.125,551.5,1326.338087,2.250095004,4314,1.525,97.54184106,76.79114454,2.235388773,473.6285505,12.26404524,30.08674875,4.502977053,188.2555134,-4.967028788,119.1189226,0.020666309,179.8379653,1.636510152,32.17012277,1.635815391,188.1911979,0.186209537,4.37208815,-0.468558071,21.45938167
3,0.506666667,1631.368421,1485.919634,1.758262023,6181,1481,0.506666667,344.7894737,558.7586221,2.904538142,2827,17.8176631,24.32828122,2.809144152,120.6863176,-0.424804965,1.900154984,-0.014751525,3.007595301,17.81947214,24.33075129,2.809144152,120.698571,0.08,254.5,216.6894091,0.567934422,616,1.28,108.2521907,56.96607726,1.088196553,312.6147526,12.82954272,20.11103078,3.527721158,137.7946929,-31.64867687,108.7365767,0.107825225,179.5278276,-0.255455376,22.99297892,-1.566430284,75.71629179,-0.003094068,6.47985268,2.097714441,42.32826648
1,0.3,3195.62963,5154.922481,4.19888171,33559,3766,0.294444444,141.3773585,180.4408305,3.290908278,1000,10.89310787,8.891255163,3.660326612,60.44552493,-0.84340536,2.093546644,0.371119959,3.135268707,10.89421386,8.8921579,3.660326612,60.45166202,0.088888889,174.875,213.9582124,2.756569277,936,1.272222222,89.01365133,62.0314221,0.921675429,302.8855402,7.8319825,13.31855242,5.114540072,114.4250013,-17.51323452,113.5780848,0.07916869,179.4360502,0.522612161,13.82570164,3.369811826,113.6558252,-0.226058853,6.786725275,-9.004972206,22.34638494
0,0.234693878,4040.478261,4998.93865,1.964253499,20851,20851,0.224489796,235.6363636,221.3326618,1.000064395,827,14.24902289,11.72747879,1.196618903,46.02930414,-0.711796449,2.493052956,0.376985591,3.140978319,14.25046961,11.72866949,1.196618903,46.03397753,0.051020408,118.6,80.24213357,0.865127306,256,1.153061224,134.5516428,82.26642103,0.62238439,339.4243014,8.119897041,8.989031594,2.779356853,54.00819167,-20.8524101,128.1752736,0.173209819,179.994329,-0.627154159,12.06060132,0.489992149,53.90965196,-0.009379712,1.092331364,1.489443499,6.186903643
0,0.32,2819.083333,2372.221944,1.54217995,10828,1338,0.306666667,324.3043478,300.7148203,1.107017223,1043,24.26624391,25.95627432,1.862989915,104.2335559,0.131642034,2.19979819,-0.059799329,3.135797591,24.26870768,25.95890968,1.862989915,104.2441388,0.106666667,120.5,63.78535434,1.325501481,266,0.88,122.5092428,84.30730126,1.282718522,348.6447521,12.51073481,21.06835722,3.362588647,114.9636703,-14.40219605,119.7875457,0.09717016,179.8939511,-0.533459685,23.75850581,0.748514716,114.9240496,-0.104962004,6.157190312,-1.897534683,23.53157474
3,0.347107438,2544.857143,3328.13502,2.955570605,17942,1563,0.338842975,347.9756098,511.7802501,2.172612186,2241,22.34246794,32.07088613,2.839022985,165.866602,-0.815805259,2.110899208,0.340673442,3.134528744,22.34473639,32.07414231,2.839022985,165.8834426,0.066115702,173.375,169.4865671,1.387999816,559,1.305785124,84.39309953,52.38153839,1.323939781,267.8241731,10.14179771,22.8148348,5.849447634,205.5006439,-12.08894973,114.5892132,0.089802859,179.8405483,2.090253506,24.53256809,3.107384486,205.3566288,0.155786686,4.145664091,0.401083222,21.73746103
1,0.022222222,44860.25,27628.57839,-0.12297124,76825,9774,0.016666667,214.6666667,224.6092904,0.35815844,472,18.01279908,21.27692541,0.380254714,42.54827014,0.970967139,1.778102852,0.384573563,3.023949849,18.01462794,21.27908567,0.380254714,42.5525901,1.133333333,304.6372549,467.0151692,5.725816478,5016,0.266666667,92.35659684,48.67189253,0.815890508,221.2004581,5.843497021,7.933527588,4.429624448,51.64927215,-15.65378986,112.2834509,0.005445221,179.3848699,0.318165436,9.567189698,2.495247051,50.96863083,0.372922259,2.040257157,2.620585379,8.80422337
2,0.052325581,18780.55556,16824.37165,0.623588276,50243,26781,0.046511628,376.75,375.7825169,0.886260586,1089,22.24162523,21.69638958,0.778842168,63.72508309,-1.761663606,2.271846065,1.137395071,3.002632362,22.24388344,21.69859243,0.778842168,63.73155315,0.029069767,92.6,22.99565176,0.440795036,128,0.255813953,114.658403,60.27116444,0.601510046,252.094855,13.30532043,15.00322531,1.716271681,63.28175381,-22.84808005,135.5605684,0.283583108,179.0743282,-2.214138382,18.68627391,0.903302542,58.51513168,0.546596394,7.035426951,3.273806167,35.18678577
2,0.045977011,21676.5,16263.07832,0.025862764,43094,11445,0.040229885,99,72.71175971,0.752629465,222,7.262697847,3.410216807,0.780771332,13.78641587,-0.406362813,2.100410003,0.133870675,3.105561001,7.263435235,3.410563049,0.780771332,13.78781562,0.17816092,121.4516129,68.33195383,2.030771191,353,0.25862069,106.317153,51.8344664,0.689526485,254.5228465,5.84686947,4.079977883,1.426830958,18.38704733,-24.74129263,111.7895977,0.168703666,179.5899409,1.014925141,6.769902248,0.179276724,18.38140063,-0.02140834,1.814090501,-0.405308111,6.089340501
2,0.051724138,19383,24668.23341,1.047051711,66889,8012,0.043103448,63.6,28.14782407,0.968197281,113,5.562227024,3.253434134,-0.113456206,9.969199662,0.223981242,2.248571689,-0.2097879,3.131982961,5.562791762,3.253764458,-0.113456206,9.970211843,0.534482759,158.7741935,156.3310295,2.279578208,831,0.50862069,101.5898744,57.42136918,1.04512505,287.6964553,6.053167905,6.147007997,2.571109658,35.10041431,-4.738231265,103.8957995,0.022183549,178.8844631,1.795290328,7.863676714,0.744909869,32.23195466,0.045213036,2.92917586,1.39201899,13.62865447
0,0.079470199,12416.66667,14711.99577,1.339509667,48198,1511,0.072847682,198.6363636,157.3342129,0.646766575,519,12.83265789,9.045463485,0.60976973,28.24833644,0.138842353,1.947677124,-0.243837801,3.048649616,12.83396081,9.046381879,0.60976973,28.25120451,0.880794702,416.6466165,780.8055494,5.803312847,7329,0.410596026,150.3837266,81.26509431,0.382962723,332.494724,7.745617592,5.43972107,1.747149426,32.22778525,11.68716232,114.2425359,-0.300101724,179.1146559,1.423353337,8.191393364,0.454092421,29.05842906,1.423999485,4.173094716,2.865331974,20.19853761
1,0.204968944,4592.090909,4567.372544,1.987966196,22337,8579,0.198757764,323.875,315.9019601,1.279833542,1174,24.39802725,25.51099544,1.412709846,102.0794073,-0.195926537,2.323593849,0.093680515,3.128395372,24.4005044,25.5135856,1.412709846,102.0897715,0.279503106,158.4444444,147.1479706,2.213090933,687,0.552795031,129.8156655,70.45227549,0.474703875,286.6010395,13.88663108,21.98257294,3.416526428,144.8945858,3.072359441,119.3372906,-0.009501402,179.7431933,-0.986849803,25.5818567,1.89987191,143.8426479,0.599986859,4.629217343,2.396663532,22.55135223
3,0.3125,2991.48,2689.165191,0.894677879,9669,900,0.3125,201.12,224.4087268,1.96706871,898,14.03348188,10.61183645,1.533689651,46.62313168,-0.725754382,2.223012108,0.36891223,3.121451964,14.03490671,10.61291388,1.533689651,46.62786537,0.1625,216.3846154,165.874721,1.02350066,555,1.4875,87.03371203,57.67181647,1.719763723,330.4647797,8.323367689,17.90795026,7.419906742,177.415577,-30.80483036,115.0393216,0.247042272,179.9274529,-0.808198829,19.51274015,-5.892269853,55.74709282,-0.115807271,2.981900738,-1.914369223,14.77703976
3,0.106666667,9080.125,5891.942426,-0.086725287,16512,15190,0.093333333,388,433.9758058,0.77505091,1154,20.86574974,24.58130644,1.004192969,68.91667561,1.071607237,2.867820454,-0.696418519,3.127615171,20.86786826,24.5838022,1.004192969,68.92367278,0.346666667,345.7307692,632.2728245,3.737932876,3252,0.24,132.423218,65.89290287,0.428525032,246.2197945,9.315244195,8.311922947,1.822478293,33.57837881,40.45429575,134.1603669,-0.379645617,179.2961444,-3.850278645,8.756789374,-0.721703019,10.14928808,2.484246517,7.78091668,2.670542744,30.37049944
1,0.438888889,1970.012658,1614.858718,1.165924819,7188,425,0.433333333,311.0128205,391.1493385,1.98718572,1836,21.28708066,27.32345833,2.698846322,152.2302525,-0.119716481,2.253205465,0.059157619,3.139176836,21.28924195,27.32623251,2.698846322,152.2457086,0.044444444,101,33.3380949,0.36859452,146,1.366666667,112.1462075,62.63366287,0.926517771,375.3421171,10.62136225,17.37263463,4.918495204,163.4827391,-3.868176202,124.6086385,0.02220554,179.7614794,-1.235564378,19.21860217,-3.383579685,68.16289069,-0.007964951,6.642885686,0.572794062,46.06575397
0,0.346938776,2683.441176,2572.371729,2.167904088,13114,925,0.336734694,206.6363636,222.8694711,1.513130208,799,13.03803407,13.4249804,2.012184258,57.12781602,-0.614166222,1.842358827,0.100334416,3.13669123,13.03935783,13.42634345,2.012184258,57.13361626,0.030612245,56.66666667,2.309401077,-0.384900179,58,1.459183673,100.9721216,62.59334989,0.599123653,286.8879887,6.391162377,9.281902505,5.612723831,84.70385645,-7.729762842,106.6369956,-0.140963538,178.5438638,0.701027772,11.03648542,-2.661262835,55.21847066,0.039662064,2.222306489,-0.275997344,15.52591792
0,0.24,3910.222222,3550.43748,1.338377546,14525,1224,0.226666667,284.3529412,404.7631933,2.292587124,1656,23.50580612,25.77745106,2.107686317,108.2893186,-1.270757534,1.572287926,-0.323797751,0.130230507,23.50819268,25.78006827,2.107686317,108.3003134,0.093333333,124.8571429,75.76593028,0.814262357,270,1.226666667,99.42422937,71.35938338,1.109571992,317.9340939,6.826343158,9.568713107,3.454081377,61.76494642,-1.08010711,108.3389736,-0.063733955,178.9892112,-0.245265834,11.66931263,-1.956844714,31.9650829,-0.05782563,1.529914669,-2.931837268,2.486438466
3,0.380165289,2384.717391,2727.234388,2.566555864,14073,372,0.371900826,254.6666667,306.6770585,2.498247911,1599,16.15420657,22.05887738,2.294347639,103.2022012,-0.572239558,1.996561278,0.264013421,3.140187769,16.15584673,22.06111704,2.294347639,103.2126795,0.099173554,286.5,362.3487772,2.215272641,1380,0.537190083,148.4981967,86.09807044,0.660295734,407.1009177,10.52788291,17.94827642,4.737077831,118.6150244,-14.97261249,93.38325964,0.053552278,179.7144111,1.360976345,20.64360679,-1.796270547,91.0785906,-0.337989541,2.48113934,0.545619567,12.22453343
1,0.344444444,2586.322581,3524.92973,3.362451612,22420,22420,0.338888889,320.8196721,360.2696448,1.50022819,1529,22.54037777,24.49531647,1.732903062,117.704577,-0.292926204,2.004394557,0.086378606,3.127297094,22.54266631,24.4978035,1.732903062,117.7165277,0.111111111,162.55,146.4946469,2.491274093,700,1.022222222,108.8231136,66.71132981,1.425368334,431.819641,11.12349178,18.17110076,4.231533077,146.2588092,-3.8602904,120.2488036,0.012850325,179.8835844,0.46569878,19.42530722,-1.285199431,114.0877772,0.209704542,8.759182219,2.029263454,71.57449967
2,0.255813953,3572.886364,4181.673595,1.731870588,18468,2034,0.255813953,337.0227273,387.2446789,1.776375935,1699,22.7384235,31.48719747,2.275964054,137.3370124,0.032445217,2.129822389,0.055655037,3.135397893,22.74073215,31.49039439,2.275964054,137.3509564,0.052325581,89.77777778,38.89980006,0.645564359,158,1.529069767,76.976044,49.13690751,1.21131419,254.0358505,6.548317236,11.86737346,5.143668388,110.3692301,-4.433903155,103.6332087,-0.029944396,179.3437275,1.059739791,12.57198582,-1.674159569,68.50879904,-0.363974232,4.951647419,-5.588090223,13.57969629
2,0.482758621,1844.928571,1869.583607,2.837282122,12626,949,0.488505747,219.7882353,270.8009766,2.418554557,1472,14.56232602,18.0098953,3.258327313,109.7808923,-0.026000396,1.863528105,0.015458618,3.137452546,14.56380454,18.01172386,3.258327313,109.7920385,0.109195402,114.6842105,80.27664157,2.311101398,393,1.287356322,105.4588601,62.90197337,0.760746175,340.0045573,6.439742927,7.80596093,4.209842843,66.62273459,3.404852079,98.64989219,-0.009495142,179.906215,1.183866598,9.807415055,-0.886514193,50.46573606,-0.206965328,2.204977644,-3.773876687,4.112922831
2,0.301724138,3201.257143,3051.06246,1.98660146,14459,10540,0.293103448,133.3235294,144.2915232,2.162702032,627,9.497713831,4.257977108,0.777332078,22.72015216,-0.484883878,2.307434976,0.226535372,3.134607564,9.498678143,4.258409424,0.777332078,22.72245895,0.112068966,107.3846154,48.16903996,1.061744393,227,1.413793103,108.0699729,63.95700272,0.916953388,317.8089576,5.108225862,3.493715064,1.21769325,20.63372805,-2.747541623,109.2514999,-0.043900673,179.9583414,0.092769897,5.796036932,-0.535332753,13.19264156,-0.216780642,2.168189234,-5.890495228,3.045631045
0,0.225165563,4035.794118,4920.280158,1.859583151,21543,8200,0.218543046,420.8787879,482.4773154,2.013606705,2341,28.34849242,25.41205472,0.852360785,80.3108846,0.209073428,2.057892662,-0.018140283,3.12982459,28.35137066,25.41463483,0.852360785,80.31903864,0.052980132,127.875,64.59198867,1.142979695,271,1.052980132,105.7966715,60.97773893,0.680975785,279.0781002,9.844530568,18.77931549,4.59988387,138.6630491,1.922510149,106.6984652,-0.142456926,179.3280136,-0.17743125,19.10653419,-1.235812849,112.2466507,0.065307888,9.221373708,6.122213309,96.19719561
1,0.391304348,1817.365079,1814.902346,2.964567137,11582,841,0.391304348,750.5079365,676.641156,0.775136259,2468,53.44969062,52.65224663,0.922126388,184.4432795,-0.019466098,2.168006968,0.015617231,3.132340535,53.45511741,52.65759246,0.922126388,184.4620062,0.080745342,139,100.4821709,1.080336706,387,0.931677019,140.1728692,78.53615141,0.484279211,338.8948975,15.00331086,19.54318179,2.469298833,103.5874566,4.601580417,101.0355763,-0.033997543,179.9840617,3.183450226,23.30270861,-0.718844378,103.5824266,0.009993333,7.432743196,-0.906183493,35.10269666
3,0.1375,6801.545455,9439.28842,1.601493961,31872,11445,0.125,532.8,293.1688175,0.934262346,1213,29.10063675,20.48992101,1.188874501,78.87991009,0.034149853,2.378709659,0.007445133,3.101660779,29.10359137,20.49200137,1.188874501,78.88791884,0,,,,,0.45,29.22967185,27.32318954,1.454805054,104.3393898,11.62599224,19.26301011,2.060450021,84.70072107,-11.1144795,106.1829605,0.161145874,179.4074795,-0.931263991,22.04706553,1.063781182,84.69743937,-0.169885177,4.805521659,0.496775093,20.20361739
3,0.266666667,3597.65,4559.772031,2.063140132,19293,1766,0.253333333,179.6315789,211.2855389,2.252046097,913,11.49676518,6.939093198,1.539350035,32.90019036,-0.356882574,2.015902271,0.015180014,3.110658646,11.49793246,6.93979773,1.539350035,32.90353075,0.066666667,223.8,217.3205006,0.802061224,591,1.093333333,101.9997885,52.56857691,0.812872019,270.1942555,6.697080272,9.240826276,4.969325372,71.91802787,-12.87607636,115.4668657,0.089091946,178.7471325,-0.087079754,9.518864804,-1.636271971,31.86296806,0.379880721,6.316369129,4.33989376,47.29499315
1,0.538888889,1374.061856,1262.074696,2.125073095,7141,322,0.533333333,482.9583333,564.0429979,3.20466292,4144,31.22949354,32.20480027,1.435430978,153.0654963,0.023684584,1.901215406,0.034909166,3.128248487,31.2326643,32.20807006,1.435430978,153.0810371,0.072222222,79.92307692,25.61074494,0.872903358,131,1.105555556,133.9340877,57.36098726,0.708706549,326.6080082,14.28746719,17.98472111,2.461494279,91.78490475,4.189344119,115.7874552,0.00110064,179.9326877,-0.284030187,20.07991142,-0.418141636,71.24091997,-0.629638373,11.17173459,-0.5925416,45.75024724
0,0.571428571,1395.517857,995.3581355,0.884216375,4147,1935,0.56122449,361.5454545,483.2854696,2.965085247,2844,24.90230015,21.89103914,1.492728409,106.5186288,-0.674457233,2.053632824,0.268036205,3.136472788,24.9048285,21.89326176,1.492728409,106.5294437,0.06122449,231.1666667,254.1774315,0.529035912,568,1,162.8516215,67.68580094,-0.195341264,334.8877145,12.61698464,16.4859881,3.911464776,108.5325677,-13.14123759,117.2708742,0.080442044,179.9708181,1.576299706,19.094187,0.667886049,108.4981375,0.401776422,8.062150321,4.85710858,65.24709069
0,0.613333333,1144.630435,888.752718,1.555006892,4556,1204,0.6,497.8666667,445.2968162,0.946817579,1739,46.79031419,43.70011081,0.963143807,157.4352233,-0.293378733,2.164970177,0.121235205,3.137325525,46.79506485,43.70454772,0.963143807,157.4512078,0.053333333,85.75,12.76388133,-0.215727219,100,1,176.7735527,75.00391359,0.220205203,356.9476871,18.11421012,25.85757115,3.350348106,147.3648472,-15.46177278,113.8327104,0.072106312,179.4614567,0.385216026,30.60793768,0.181206127,147.3279473,-0.161661428,7.977381814,-2.503764898,24.84133012
3,0.165289256,5800.35,8932.39427,2.24633665,36914,1805,0.157024793,269.8421053,292.4736005,1.170135152,978,19.80732359,19.82987157,1.234545741,67.92630887,0.338387236,2.189067264,-0.303060898,3.133173363,19.80933465,19.83188492,1.234545741,67.93320549,0.785123967,723.2,935.3062373,2.472236893,5017,0.479338843,135.8242833,52.45260071,0.710810008,294.9362245,10.72832481,11.81506254,2.436460155,60.22632178,2.020059279,122.9867525,-0.083999414,179.9060814,1.737555459,14.45506033,1.874532708,59.36447891,0.537899341,6.649766074,2.523344662,38.19382536
1,0.472222222,1829.023529,1871.620834,2.220571587,11253,3509,0.466666667,288.702381,394.5801728,3.758001159,2879,19.41272032,23.44458705,3.134119562,159.2923463,0.068987016,1.995511938,-0.004233622,3.141113091,19.41469131,23.4469674,3.134119562,159.3085194,0.233333333,95.95238095,55.34105008,1.971567287,311,1.483333333,104.9075088,51.68087847,1.231239997,336.0039463,8.636261661,11.45942,4.190901578,97.78717747,5.730593182,119.6168177,-0.023876883,179.8349005,0.264508942,12.69505962,-0.772763556,69.12614203,-0.211716991,6.69578885,-2.539600796,31.76213196
2,0.476744186,1628.512195,1599.973682,2.206490007,9455,1443,0.476744186,467.6341463,501.3269925,1.803616378,2427,29.98770299,30.67227289,1.621511273,144.8755852,-0.281876789,2.131484883,0.128851596,3.139037362,29.99074767,30.67538708,1.621511273,144.8902945,0.069767442,84.41666667,30.18566286,0.894358425,142,1.23255814,119.309329,66.88897647,1.329384449,411.5528383,14.10580739,24.56945121,3.930262085,177.0378012,-15.11473208,112.8607092,0.161906667,179.9421458,-0.126907729,26.82786258,-1.735784448,124.0415763,0.136154321,9.133940046,2.007055251,76.86099513
2,0.557471264,1349.731959,1624.854542,3.899620578,11600,1675,0.557471264,439.8659794,479.895662,2.002259981,2600,29.63511199,29.88935986,1.435543253,119.2446842,0.140353733,2.133257668,-0.085446743,3.128575299,29.63812087,29.89239455,1.435543253,119.2567912,0.068965517,81.33333333,31.92415254,1.752946449,171,1.252873563,145.7017729,61.62508085,0.547096169,349.9564086,13.57986772,17.74040517,3.832529205,158.7657081,-0.074262044,120.0576615,0.0143947,179.767816,-1.167338784,20.42981877,-2.176801947,74.44535273,0.232350222,9.001947339,1.879346893,48.90045178
2,0.448275862,1989.115385,1581.063549,0.863329202,6386,385,0.439655172,256.8627451,325.7770415,2.04110781,1514,19.63096273,24.0658515,1.918345289,94.97586971,0.200077437,2.095977551,-0.032548186,3.13755932,19.63295587,24.06829493,1.918345289,94.98551269,0.129310345,90.4,24.14775943,0.422192227,142,1.629310345,102.8587515,58.12857965,1.508318399,386.2524645,9.076481095,13.46583197,3.383694638,88.46740616,-3.546628261,107.27764,0.001185139,179.9866411,0.083205639,15.27046538,-0.275653274,88.0960801,-0.014901498,5.555147412,-1.474993773,28.31381691
0,0.463576159,1710,1663.006819,1.908025573,7886,7427,0.463576159,446.9857143,362.1143023,1.083135541,1683,34.88494311,35.82446608,2.34989,188.6138675,-0.505468213,1.937684239,0.220732616,3.138777139,34.88848501,35.82810337,2.34989,188.6330177,0.105960265,73,17.1152953,0.667628642,112,1.225165563,124.4154217,75.78634518,1.680829138,560.775713,15.73654328,22.31131356,2.894885238,143.1682537,-14.32692047,108.3254899,0.097091914,179.6936761,-0.697185901,25.20050108,-1.839315755,92.27847295,-0.103212328,10.50136752,0.502662556,47.14340923
1,0.534161491,1340.360465,1106.373045,2.10796295,6917,554,0.527950311,546.4235294,494.0332883,1.247575218,2142,40.02178623,39.09739721,1.435540704,179.0128271,-0.34395828,2.132285506,0.122961356,3.140973015,40.02584967,39.1013668,1.435540704,179.0310025,0.130434783,74.47619048,20.01404269,0.529236257,116,1.149068323,156.8725254,61.43735262,0.193484035,365.7699645,10.91680889,12.18353384,3.975167125,101.9409484,-15.62036235,122.6012532,0.089762981,179.9926914,0.247212766,15.29946025,2.042876106,101.421077,-0.240314879,5.824630673,-2.53381377,22.05790807
3,0.5875,1261.957447,715.4698352,0.626218803,3059,1212,0.575,449.8043478,428.6607889,0.799470636,1610,32.42268769,30.33049418,0.98441936,112.9937052,0.326832985,2.08502727,-0.100306838,3.135340406,32.42597959,30.33357366,0.98441936,113.0051776,0.1375,201.2727273,191.5834497,0.831218511,559,1.1625,155.5438734,66.83791655,0.744898658,341.6987303,11.60004783,11.11568513,2.661841856,68.41719043,17.04411457,122.561682,-0.132003264,179.5650448,-0.027852392,15.13324574,1.338569655,68.40799568,0.692196276,5.477899347,2.913229832,26.75401115
3,0.48,1673.333333,1531.202795,2.074883433,6901,1488,0.48,412,410.9150069,1.333309074,1526,28.42530778,34.50110977,2.490142516,169.1589771,-0.159337843,2.107069507,0.078146236,3.127686775,28.42819383,34.50461269,2.490142516,169.176152,0.013333333,70,,,70,1.226666667,121.8887177,53.80909008,2.051119516,354.6534632,9.626493664,12.38278129,3.743788981,77.69999218,3.819310402,115.1711025,0.025146678,179.2032519,1.013782059,14.65447275,-0.176504735,69.8271832,-0.154443898,5.559462868,0.244859892,27.1682024
1,0.538888889,1413.453608,1377.677272,2.269253276,7974,340,0.538888889,437.4948454,429.7537115,2.446319697,2848,38.54062971,38.98085928,1.674457048,196.394411,-0.219151563,2.187973383,0.133847704,3.134197972,38.54454277,38.98481705,1.674457048,196.4143511,0.077777778,101.9285714,34.39692358,0.517636185,184,0.961111111,203.4085249,86.52844799,0.170285386,397.1528981,23.81332541,31.19045279,2.749659218,166.4344383,-1.142854469,123.0308683,0.07945472,179.8261028,-4.834765759,37.21666149,-0.853125323,166.4212012,-0.565582474,11.53780531,2.015854109,87.12388602
0,0.397959184,1988.025641,1559.212799,1.177444981,6039,1168,0.387755102,540.4473684,471.6675821,1.856805588,2425,36.10768311,29.40942014,1.525656268,147.7422994,0.033094023,2.184875786,-0.024010971,3.13341309,36.11134915,29.4124061,1.525656268,147.7572998,0.010204082,118,,,118,1.316326531,153.0857663,84.57153901,0.347876633,359.1534411,11.26007514,16.6014904,4.412152362,123.2628074,1.001117839,119.2838075,0.023573674,179.7852529,1.02116102,19.9587341,1.807170166,123.2604585,-0.123252206,1.980730229,0.903245809,12.31169501
0,0.573333333,1302.209302,1024.126424,1.151937278,3801,733,0.573333333,442.2790698,399.747261,1.564413125,1660,33.24734436,31.83075503,1.972960901,161.5104348,-0.348042269,2.147256013,0.148819699,3.130196256,33.25071999,31.83398683,1.972960901,161.5268331,0,,,,,1.04,160.4916937,90.80298278,0.31164541,371.1900521,11.83541157,10.66847122,1.646263325,51.15099922,-5.876144739,116.1743721,0.012898641,179.5338034,0.642910236,15.32928244,0.52064374,51.09765757,-0.043022922,4.502579886,0.228174555,16.85266658
3,0.380165289,2201.913043,2887.509514,3.581700483,17540,3280,0.371900826,439.8888889,407.1721895,1.370201258,1768,46.57182789,42.47175472,1.051259563,164.7400487,-0.165487024,2.302301529,0.060823536,3.13488023,46.57655637,42.47606692,1.051259563,164.7567749,0.20661157,108.76,76.81811852,1.644720713,328,1.148760331,180.6570235,104.899524,0.699296606,442.3754761,22.29518624,31.6577637,2.921899077,202.0179004,1.11963226,127.1479858,0.044914754,179.9826395,-7.442872359,37.69160757,-2.014921464,80.27339399,-0.12987817,4.808450714,1.18392905,22.35018967
1,0.35,2124.968254,2462.06671,2.383313072,11587,1735,0.35,729.1111111,638.0897427,0.962485443,2879,49.41348354,42.40544994,1.048028036,183.7359432,-0.10196432,2.126505859,0.009445926,3.140373786,49.41850053,42.4097554,1.048028036,183.7545981,0.033333333,105.8333333,51.09370477,0.807315417,200,1.105555556,119.1974509,75.42630398,0.895641178,383.7005496,20.22520905,30.83383493,2.264320017,185.4039769,-1.352713938,119.1867136,-0.002804237,179.9941211,-1.491670976,34.91346745,-0.864006315,117.0693899,-0.144846472,11.83519673,1.659102133,98.48044125
2,0.38372093,2310.121212,2457.83727,2.349524684,13941,2423,0.377906977,300.6615385,443.103694,3.025949181,2272,18.08210472,23.1498222,3.152156241,123.0682521,0.241870738,2.23458778,-0.120960456,3.133249744,18.08394061,23.15217263,3.152156241,123.0807473,0.01744186,73,16,0,89,1.122093023,106.5753978,55.01065752,0.707909618,296.5938204,6.252328362,4.946835848,2.426247699,38.11899765,2.983784625,113.7570177,0.005284127,179.8241105,0.265608633,6.735342245,0.126888172,20.88866984,-0.266939491,4.270601044,-2.814822632,17.15253658
2,0.557471264,1138.690722,1029.357206,1.949646162,5142,2147,0.551724138,659.0729167,614.9167037,1.174770418,2912,47.92526019,47.47466098,1.398937237,192.2750418,-0.051464837,2.052764264,0.010869576,3.139678935,47.93012608,47.47948112,1.398937237,192.2945637,0.022988506,85,5.099019514,-0.396003734,90,1.24137931,182.6481692,83.24805202,-0.13379589,398.1272413,13.45430622,15.12828937,3.780400065,124.7923956,-8.498630923,116.8978222,0.0128102,179.9651235,-1.060928523,19.54895692,-1.937779457,53.36998594,-0.273209703,5.22541885,-0.867340662,20.83219054
2,0.387931034,2282.288889,2185.474326,1.471961439,9344,1387,0.379310345,315.4090909,396.5533671,1.858129866,1671,24.50487849,27.83408299,1.894995755,124.5343855,-0.287560135,2.396576641,0.145005122,3.128800794,24.50736649,27.836909,1.894995755,124.5470296,0.017241379,130.5,41.71930009,0,160,1.405172414,138.4307249,67.29281069,0.208278037,296.9807288,8.780838267,10.37645853,5.42550253,97.9294443,-8.051475069,118.0035566,0.089294254,179.9996809,-1.023320442,12.75180468,-2.067639039,65.52681164,-0.438493102,4.609472496,-4.816719742,22.1074915
