Quad_Cat,Mean,Min,Max,MeanRR,MedianRR,MinRR,MaxRR,LF,HF,VLF,Ibi,Bpm,Sdnn,Sdsd,Rmssd,Pnn50,pnn20,Pnn50pnn20
1,2.35865E-05,-0.510999088,0.541724272,2241,2267.5,1668,2576,4.20616E-08,9.59307E-07,1.3428E-08,745.4146919,80.5044693,129.2932523,201.6401227,43040.38632,0.399049881,0.427553444,0.933333333
3,3.82763E-05,-0.496034498,0.566992224,2100,2127,1709,2350,4.69569E-08,3.39326E-07,1.46526E-08,704.5288462,85.15030319,107.1733819,171.7104386,35079.32899,0.342995169,0.367149758,0.934210526
3,8.69165E-05,-0.472597911,0.543690872,2139,2181,1637,2500,2.23762E-07,5.56663E-07,7.54882E-08,719.5670103,83.25091256,134.6105806,209.5893056,52170.67305,0.388601036,0.435233161,0.892857143
1,3.42129E-05,-0.52799359,0.595232684,1662,1644,1279,2231,9.83163E-08,3.94717E-07,3.28622E-08,913.0806045,65.68632305,240.2442996,341.9375443,133358.3159,0.436868687,0.457070707,0.955801105
0,5.72661E-05,-0.514851169,0.55862121,1687,1690,1383,1947,1.50706E-07,7.17616E-07,4.61398E-08,859.1071429,69.97574174,181.7240774,325.3760482,47707.69667,0.493273543,0.493273543,1
0,-1.2031E-05,-0.597678839,0.623365014,1650,1589,1166,3164,1.3968E-08,5.45532E-07,1.59431E-09,994.1164384,60.42627241,265.2563121,337.2717937,150989.6507,0.379310345,0.386206897,0.982142857
3,-4.8177E-05,-0.546860219,0.588771145,1790,1775.5,1558,2249,1.15739E-07,4.42867E-07,3.72081E-08,806.130597,74.3919358,225.0524518,334.3532095,109656.5731,0.471910112,0.516853933,0.913043478
1,-3.25572E-05,-0.543639587,0.589945461,1671,1669.5,1292,2214,8.67543E-08,6.93685E-07,2.9759E-08,861.1833333,69.60460945,190.3996104,320.6128501,81122.10856,0.465393795,0.479713604,0.970149254
2,4.98944E-06,-0.517423411,0.573264418,1727,1722,1419,2105,2.11963E-09,7.87833E-08,6.51171E-10,860.4339152,69.80216931,211.0747613,353.7545053,109237.6086,0.47,0.48,0.979166667
2,6.56406E-05,-0.568563683,0.587715904,1697,1691,1334,2862,3.43321E-07,1.55334E-06,1.12306E-07,882.1752577,67.90825693,273.2455189,376.1627447,154343.2675,0.447028424,0.485788114,0.920212766
2,0.000130511,-0.558769295,0.60740389,1779,1756,1434,3602,8.76656E-07,3.20832E-06,2.72921E-07,800.4105263,74.97247514,250.8032637,357.1717042,177346.3626,0.443661972,0.48943662,0.90647482
0,4.85904E-05,-0.510428793,0.577237823,1758,1755.5,1481,2122,1.67358E-07,8.74877E-07,5.21341E-08,879.5502959,68.18318953,204.3607557,345.1037968,89777.86558,0.465875371,0.483679525,0.963190184
1,1.12567E-05,-0.520338878,0.581097753,1694,1684,1393,2095,8.74142E-09,6.80018E-08,3.04391E-09,870.8060942,68.89507774,198.726391,322.2023556,82042.55994,0.477777778,0.488888889,0.977272727
3,-3.94309E-06,-0.551103255,0.609445202,1837,1818,1554,2333,8.79648E-10,1.92772E-07,1.58743E-10,746.4336735,80.26129056,224.9858515,308.2886233,115081.2696,0.497435897,0.538461538,0.923809524
3,3.106E-06,-0.540762576,0.582905539,1691,1695.5,1397,2043,2.36217E-10,4.46602E-08,9.52252E-11,910.6666667,65.74687453,235.4135841,323.3505713,101220.7926,0.460526316,0.473684211,0.972222222
1,-3.19557E-05,-0.760645352,0.818185787,1702,1710.5,1255,1966,8.54908E-08,3.78991E-07,2.86602E-08,725.792,82.68554736,220.8559909,336.1247567,150494.8459,0.458917836,0.517034068,0.887596899
0,-8.74149E-07,-0.733085007,0.774113372,1597,1579.5,1377,1982,1.78277E-09,1.10304E-07,3.9877E-11,796.9045643,75.26279779,153.4267069,257.7150873,108487.9947,0.479166667,0.483333333,0.99137931
0,0.00019291,-0.730887972,0.794546871,1598,1612,1274,1823,1.17495E-06,2.38621E-06,3.71876E-07,799.0879121,75.22454321,119.639123,207.969431,19539.29047,0.497237569,0.497237569,1
3,-7.33048E-05,-0.71993386,0.764957119,1525,1571.5,1164,1814,2.64993E-07,8.27046E-07,8.61028E-08,779.5270758,76.88088533,251.5273851,379.4989365,147496.903,0.40942029,0.423913043,0.965811966
1,-2.72068E-05,-0.708352933,0.758838417,1714,1740,1266,2016,5.99863E-08,2.52638E-07,2.07699E-08,714.6193294,83.98845985,218.4394695,323.2517473,136669.509,0.42687747,0.488142292,0.874493927
2,-1.26715E-05,-0.750056087,0.827820627,1586,1591,1261,1961,1.26005E-08,8.71547E-08,4.1817E-09,880.5459184,68.23943417,221.8354394,288.3222344,107089.438,0.450127877,0.460358056,0.977777778
2,-8.96912E-05,-0.691352505,0.748389288,1649,1657,1302,1897,6.32515E-07,1.98108E-06,2.09528E-07,817.5095238,73.49454028,179.1034881,284.9922532,88486.23594,0.448687351,0.45823389,0.979166667
2,-6.03207E-05,-0.74236139,0.764762431,1625,1634,1358,1837,1.89233E-07,6.99147E-07,5.83323E-08,824.299639,72.87534297,161.9956113,270.5618153,42982.14917,0.492753623,0.496376812,0.99270073
0,2.21141E-05,-0.710640424,0.730105019,1688,1690,1469,2000,3.34735E-08,1.27851E-07,1.07789E-08,842.6288952,71.20014481,157.7619714,278.9227414,127480.2145,0.454545455,0.463068182,0.981595092
1,9.2049E-05,-0.694962545,0.748916214,1718,1717,1315,2118,5.93913E-07,1.89984E-06,2.03691E-07,735.296729,81.64637666,232.2224467,356.6707574,153977.6241,0.466042155,0.508196721,0.917050691
3,9.63476E-05,-0.742313756,0.78066239,1507,1508.5,1332,1782,3.16979E-07,1.39556E-06,9.3149E-08,811.9777778,73.74260707,213.2538903,336.7207048,146519.1336,0.441340782,0.441340782,1
3,-0.000112463,-0.696621288,0.746381631,1644,1665.5,1334,1886,3.69696E-07,7.72894E-07,1.26294E-07,850.8963415,70.44307986,193.3676083,310.4901889,86286.24683,0.472392638,0.472392638,1
1,-0.000117062,-0.591704647,0.551845537,1622,1631,1378,1840,1.11295E-06,2.8905E-06,3.84003E-07,1040.186246,57.76435444,362.9094581,472.5513768,229809.804,0.416666667,0.448275862,0.929487179
0,5.97323E-05,-0.577083617,0.531008199,1622,1632.5,1439,1742,1.50151E-07,4.0723E-07,4.99585E-08,965.6834171,62.20065933,326.8023318,471.513557,207130.169,0.434343434,0.449494949,0.966292135
0,9.90283E-05,-0.620367861,0.551366391,1633,1642,1435,1772,3.35907E-07,1.48919E-06,9.84177E-08,985.9795918,60.83733549,343.9997918,478.0648439,221959.482,0.417808219,0.445205479,0.938461538
3,-6.53701E-05,-0.577276128,0.522119522,1478,1473,1297,1718,2.12913E-07,6.89499E-07,6.85057E-08,1170.210811,51.43829018,337.257707,386.6214701,219789.919,0.380434783,0.472826087,0.804597701
1,-6.10564E-05,-0.585257856,0.551753105,1647,1654,1343,1913,3.02135E-07,1.05637E-06,1.04603E-07,1040.37931,57.70073325,346.44563,449.0466531,209717.6796,0.42074928,0.46685879,0.901234568
2,1.69214E-06,-0.615561373,0.553177869,1629,1635,1409,1777,2.20512E-10,2.34366E-08,7.44539E-11,955.1555556,62.68304259,313.4543706,452.5928797,205364.8135,0.448467967,0.459610028,0.975757576
2,7.59688E-05,-0.59168033,0.556656596,1643,1655.5,1414,1797,4.48398E-07,1.28166E-06,1.50221E-07,929.1436314,64.5914012,294.1707438,451.429375,189067.7808,0.451086957,0.461956522,0.976470588
2,3.9317E-05,-0.581335774,0.536781685,1654,1661,1463,1788,8.44491E-08,4.28887E-07,2.48444E-08,933.9631148,64.22467276,296.1856603,452.8002888,191294.1148,0.46090535,0.465020576,0.991150442
0,-3.0523E-05,-0.627810506,0.565596308,1656,1659,1409,1851,6.43911E-08,2.61258E-07,2.05457E-08,1011.863946,59.33345401,334.3506579,446.0127402,202346.6086,0.440273038,0.467576792,0.941605839
1,0.000125683,-0.61161083,0.563055584,1626,1631,1434,1834,1.0861E-06,2.72485E-06,3.79341E-07,1038.10596,57.66632198,365.5471387,458.3824479,222540.9762,0.418604651,0.458471761,0.913043478
3,1.7747E-05,-0.559656837,0.518560926,1532,1528,1345,1754,1.29889E-08,1.93446E-07,3.19553E-09,1061.362319,56.63106288,344.1173532,423.7609652,193122.0523,0.430656934,0.459854015,0.936507937
3,5.93972E-05,-0.548457541,0.521050406,1576,1578.5,1319,1846,1.15591E-07,6.16756E-07,3.54536E-08,1026.882353,58.48910267,329.1539301,428.9879016,202571.908,0.437037037,0.466666667,0.936507937
1,-4.84675E-05,-0.547733967,0.697927422,1746,1758,1382,2098,2.02536E-07,1.0593E-06,6.60327E-08,694.9001919,86.15140863,222.0576727,355.2535063,154791.0032,0.45,0.501923077,0.896551724
0,-7.30679E-05,-0.47580229,0.632495676,1984,1972,1713,2257,2.27344E-07,6.00579E-07,7.48023E-08,665.0761246,90.19095602,165.0936855,274.2724031,106987.7197,0.440972222,0.513888889,0.858108108
0,1.37452E-06,-0.514981857,0.616847743,1891,1872,1631,2243,8.82943E-11,1.40463E-07,1.94504E-11,652.8063063,91.66706631,175.8214526,272.0273153,106771.0969,0.461538462,0.556561086,0.829268293
3,-4.45385E-05,-0.485230674,0.716108307,1741,1760,1386,2129,1.05164E-07,2.32963E-06,3.19194E-08,701.9090909,85.45393369,238.2723358,251.4371501,91337.51201,0.465798046,0.553745928,0.841176471
1,5.62915E-06,-0.486706847,0.645079224,1822,1842.5,1442,2226,3.74657E-09,1.97257E-07,9.1125E-10,650.9048474,92.25504055,177.6745757,285.1032684,122682.0572,0.467625899,0.559352518,0.836012862
2,-1.84918E-06,-0.510496432,0.672156048,1653,1645.5,1474,1841,4.67564E-10,1.75087E-07,9.36584E-11,829.7980769,72.40672786,204.6225009,332.3339451,88746.54903,0.477108434,0.496385542,0.961165049
2,-2.63834E-05,-0.528010961,0.667073492,1677,1686,1387,1932,5.71776E-08,3.99429E-07,1.81705E-08,738.1806452,81.35025124,263.3996303,349.9823953,154663.7441,0.4375,0.497844828,0.878787879
2,6.66546E-05,-0.511704807,0.668760006,1755,1760,1539,1982,2.36326E-07,1.13551E-06,7.13088E-08,704.3919753,85.19599448,212.0406525,301.6521124,129169.8886,0.470588235,0.535603715,0.878612717
0,1.77054E-05,-0.559258778,0.686682527,1897,1893.5,379,2441,2.07344E-08,5.71817E-07,6.89707E-09,671.9074492,89.30187655,175.8156176,285.7260883,118705.2838,0.454751131,0.50678733,0.897321429
1,-3.02187E-05,-0.506420933,0.665751364,1772,1785,1424,2163,6.60155E-08,3.18941E-07,2.19902E-08,697.2616408,86.02368823,224.6960456,331.2810861,130792.1121,0.444444444,0.497777778,0.892857143
3,-0.000134548,-0.485378501,0.61790929,1837,1852,1442,2060,5.77329E-07,1.44301E-06,1.80999E-07,637.2,94.113493,163.6948487,267.4547828,148476.8597,0.427947598,0.524017467,0.816666667
3,-0.000101694,-0.492388194,0.649567866,1811,1820,1562,2055,3.21091E-07,1.29383E-06,1.03611E-07,642.4082569,93.49717872,175.6675168,280.8994731,134618.0283,0.483870968,0.580645161,0.833333333
1,1.42573E-05,-0.389291719,0.4252031,1745,1741,1466,1994,1.3656E-08,1.08686E-07,5.64191E-09,875.8792271,68.49202027,66.53955203,92.69816274,21065.24465,0.237288136,0.399515738,0.593939394
0,1.2077E-05,-0.398565947,0.399751094,1813,1812.5,1651,2011,4.71713E-09,9.39369E-08,2.01269E-09,904.9292453,66.24370218,65.5047146,102.4438795,13560.23945,0.317535545,0.407582938,0.779069767
0,9.45614E-05,-0.387339675,0.403322948,1876,1882.5,1755,2009,3.00103E-07,1.12985E-06,8.96392E-08,938.1741935,64.12584011,75.07124774,138.4353608,14493.23432,0.435064935,0.487012987,0.893333333
3,5.77718E-05,-0.404798372,0.396546648,1466,1403,1246,1876,1.67516E-07,7.80386E-07,5.35335E-08,979.1809955,61.39408828,263.8200466,231.7861803,121219.1294,0.268181818,0.372727273,0.719512195
1,5.65613E-05,-0.403803945,0.44606482,1765,1761.5,1536,1961,2.60661E-07,1.01449E-06,8.97909E-08,884.9486553,67.78596169,73.08530571,101.9487125,31929.78718,0.264705882,0.397058824,0.666666667
2,8.77565E-06,-0.396824598,0.409066176,1751,1761,1525,1928,6.85858E-09,6.50064E-08,2.01888E-09,878.1122449,68.23943417,56.54434464,76.72331443,8595.641338,0.273657289,0.401534527,0.681528662
2,4.70621E-05,-0.388219747,0.393829018,1723,1734,1584,1873,1.7603E-07,6.08506E-07,5.7718E-08,861.836272,69.47939913,42.6315229,56.28447175,3719.958484,0.212121212,0.383838384,0.552631579
2,-5.34259E-05,-0.398950778,0.403227627,1730,1718.5,1535,1898,1.49411E-07,5.4737E-07,4.57735E-08,866.9467681,69.20536167,58.91629865,78.39746547,11775.70829,0.244274809,0.385496183,0.633663366
0,6.89439E-05,-0.409251633,0.467643582,1813,1815,1579,2015,3.2663E-07,1.17984E-06,1.04788E-07,902.6534954,66.37301635,163.1645681,244.5263756,104369.8874,0.402439024,0.463414634,0.868421053
1,2.23015E-05,-0.393123148,0.41047729,1786,1785,1566,1995,3.71917E-08,2.55166E-07,1.1995E-08,890.5524079,67.37253459,66.87545569,98.60628727,28017.96228,0.303977273,0.400568182,0.758865248
3,-1.51381E-05,-0.399645737,0.433811101,1693,1699,1455,1932,9.7502E-09,4.90282E-07,2.32697E-09,881.2891566,68.03875901,106.1158755,135.0444868,40023.59292,0.284848485,0.43030303,0.661971831
3,-6.06344E-05,-0.400291527,0.420529832,1785,1786,1624,1958,1.2191E-07,9.65211E-07,3.69698E-08,892.7435897,67.0276578,61.22393446,90.46763606,9969.631193,0.303225806,0.4,0.758064516
1,-1.65478E-05,-0.362559301,0.406828965,1552,1550,1345,1845,2.25936E-08,2.11681E-07,7.6722E-09,945.3958333,63.54078989,295.4731632,310.6715594,150275.3191,0.404699739,0.438642298,0.922619048
0,-8.43467E-06,-0.374021309,0.446171627,1548,1540.5,1307,1848,6.38916E-09,3.35394E-07,1.06107E-09,967.3165829,62.20065933,297.1290353,291.1398532,136923.1521,0.393939394,0.434343434,0.906976744
0,-4.8787E-05,-0.360302395,0.368692162,1585,1589,1368,1793,7.80663E-08,3.93564E-07,2.3856E-08,946.0909091,63.71477703,289.9632615,334.7605763,148030.7241,0.424836601,0.470588235,0.902777778
3,5.24444E-05,-0.387471243,0.405445122,1711,1704.5,1463,2060,1.34992E-07,5.16217E-07,4.40253E-08,868.8514056,69.13748681,197.1343038,361.3871507,92980.77373,0.487903226,0.491935484,0.991803279
1,-2.33399E-05,-0.375760051,0.442146619,1549,1540,1314,1817,4.4594E-08,2.48649E-07,1.52782E-08,933.2551546,64.3139978,286.4364854,318.9466276,155520.3553,0.413436693,0.449612403,0.91954023
2,4.18678E-05,-0.393806003,0.437163818,1588,1602,1324,1765,1.40871E-07,6.67769E-07,4.57129E-08,864.919598,69.2812576,221.8195169,321.5891493,134668.7799,0.460957179,0.473551637,0.973404255
2,4.85365E-05,-0.389322288,0.460879526,1531,1525,1272,1861,1.82547E-07,5.97966E-07,6.13E-08,898.7690289,66.68625745,266.976567,322.3622525,160496.9902,0.426315789,0.45,0.947368421
2,3.78505E-05,-0.36710878,0.416160004,1579,1561,1419,1970,7.65527E-08,5.03324E-07,2.29952E-08,812.7046263,73.92390905,162.932867,246.9019904,84315.84351,0.489285714,0.492857143,0.992753623
0,-1.5119E-06,-0.396325841,0.458139264,1538,1527,1334,1973,3.02923E-09,1.87526E-07,8.82535E-11,886.9432836,67.57979847,256.3155816,305.826874,144572.1183,0.425149701,0.45508982,0.934210526
1,6.65593E-06,-0.380747216,0.402568482,1593,1597,1359,1906,4.18793E-09,2.86523E-07,1.07369E-09,874.1666667,68.70475985,228.7966467,312.6686151,114271.98,0.462395543,0.473537604,0.976470588
3,4.3483E-06,-0.386030808,0.421806683,1583,1573,1352,1841,1.07858E-09,2.21464E-07,1.90652E-10,944.3741935,63.5571641,286.4110096,332.6783521,138874.3667,0.441558442,0.467532468,0.944444444
3,2.17503E-05,-0.398537211,0.4247615,1613,1624,1352,1920,1.48254E-08,1.25719E-07,4.74306E-09,875.05625,68.73536883,227.3180934,357.2057371,113354.9173,0.465408805,0.477987421,0.973684211
1,-4.07409E-05,-0.64699491,0.655185051,1867,1850.5,1562,2290,1.5165E-07,1.09931E-06,4.68116E-08,851.4964706,70.30747141,172.6552788,211.3483291,93662.92645,0.367924528,0.445754717,0.825396825
0,6.42809E-05,-0.629932166,0.643046765,1938,1947.5,1604,2306,1.96081E-07,1.60857E-06,5.82294E-08,790.1234568,75.88480438,174.5135779,223.0454239,78362.54594,0.425619835,0.495867769,0.858333333
0,9.43978E-05,-0.620572367,0.653219305,1906,1906.5,1720,2140,2.77686E-07,7.15535E-07,8.89851E-08,931.9807692,64.53690319,108.8010694,135.0457996,27658.61238,0.374193548,0.432258065,0.865671642
3,-0.000108587,-0.657196767,0.592023129,1480,1478.5,1229,1836,6.01472E-07,2.53669E-06,1.89283E-07,1095.22335,54.75688955,286.5059436,182.666922,56181.97563,0.336734694,0.418367347,0.804878049
1,8.33497E-06,-0.649003211,0.670284606,2033,2011,1574,2825,1.31888E-08,1.15207E-06,2.08813E-09,741.5,80.84715919,166.8260235,251.8162892,69020.00459,0.540041068,0.597535934,0.903780069
2,8.27266E-05,-0.619550282,0.661227015,1986,1984,1662,2546,5.34844E-07,2.18825E-06,1.78192E-07,767.0423163,78.13675669,166.0716578,239.7482636,70338.14575,0.513392857,0.551339286,0.931174089
2,1.67579E-05,-0.634273008,0.661890086,1926,1918,1639,2314,2.35753E-08,2.75467E-07,7.343E-09,799.567757,74.89111112,161.3714082,205.0812809,57011.01911,0.407494145,0.480093677,0.848780488
2,3.2036E-05,-0.625182287,0.6378257,2068,2042,1722,2846,5.02802E-08,1.60621E-06,1.64076E-08,772.0474576,77.59389035,175.4409972,258.602537,77230.93209,0.510204082,0.56122449,0.909090909
0,0.000108892,-0.756773732,0.619051602,1750,1762,1473,2010,8.1538E-07,2.8729E-06,2.61407E-07,885.2142857,67.78092882,92.17543721,121.9088553,29080.65984,0.349253731,0.429850746,0.8125
1,-0.000102494,-0.641865076,0.661679947,1978,1954,1603,2716,7.49859E-07,3.67607E-06,2.52784E-07,776.5950617,77.2690651,170.0129813,232.4569886,76676.99273,0.452970297,0.507425743,0.892682927
3,-0.000182208,-0.632225803,0.53434711,1367,1380,1165,1570,1.09949E-06,3.64849E-06,3.32609E-07,1272.408696,47.26045536,211.1803637,151.5947908,56489.78777,0.105263158,0.228070175,0.461538462
3,0.000167491,-0.635755386,0.597709081,1739,1729,1548,1981,8.97787E-07,4.24803E-06,2.81574E-07,868.4037267,69.16229659,79.26842352,116.6345185,33867.79732,0.3375,0.48125,0.701298701
1,8.16325E-05,-0.52437362,0.383176421,3483,1741,1440,26839,5.5531E-07,1.80913E-06,1.86995E-07,778.8433476,77.07415293,166.1422781,280.9626589,87629.80204,0.477419355,0.496774194,0.961038961
0,0.000104245,-0.478555272,0.331137567,5192,3675,1623,36684,4.73218E-07,1.50409E-06,1.52438E-07,787.7745902,76.19580768,176.8861888,308.4311743,103585.8055,0.452674897,0.489711934,0.924369748
0,9.50292E-05,-0.458601703,0.336302222,1148,1642,6,3223,3.056E-07,1.15769E-06,9.05722E-08,811.301676,73.99135397,208.8947198,372.4484227,108793.8167,0.47752809,0.494382022,0.965909091
3,0.000120642,-0.494655296,0.328106514,6639,3499,1643,16451,7.27465E-07,2.48482E-06,2.33372E-07,766.6085409,77.98708512,158.8612383,275.7249248,92457.3955,0.453571429,0.492857143,0.920289855
1,1.5148E-05,-0.585152371,0.393393245,8528,6377,1636,46756,2.09725E-08,1.59227E-07,6.48404E-09,768.8874735,78.03652175,143.3085178,246.0971737,74751.25893,0.480851064,0.506382979,0.949579832
2,-6.11447E-05,-0.495716096,0.347254189,1822,1662,1469,9040,2.95586E-07,9.20776E-07,9.74065E-08,808.0023474,74.14310023,174.7036726,320.0228524,95178.45497,0.489411765,0.512941176,0.95412844
2,5.67578E-05,-0.528492591,0.343379281,5240,1818,1586,49111,2.58936E-07,9.84541E-07,8.4003E-08,801.5023364,74.89111112,175.8976112,315.7684913,98500.5392,0.484777518,0.503512881,0.962790698
2,-4.54741E-05,-0.45311758,0.317440358,6886,5232.5,1662,17109,1.0494E-07,2.99023E-07,3.31118E-08,806.9081272,74.4481921,225.4365033,402.296229,114380.2136,0.460992908,0.485815603,0.948905109
0,-1.30304E-05,-0.529523791,0.337568088,10026,5048,1592,86453,1.47675E-08,2.13783E-07,3.79219E-09,797.3646113,75.22275187,180.434183,328.0277846,104999.7433,0.48655914,0.491935484,0.989071038
1,-2.17914E-05,-0.562494147,0.365524556,2573,1606,1408,29211,3.60233E-08,2.46757E-07,1.14669E-08,763.9124088,78.41097246,128.0437962,233.3002869,44255.18202,0.497560976,0.504878049,0.985507246
3,0.00013668,-0.4767811,0.346608122,1813,1705.5,1505,7633,6.09175E-07,1.62208E-06,1.87002E-07,786.1397849,76.18711338,203.6239202,353.1446305,104491.8175,0.459459459,0.481081081,0.95505618
3,0.000126955,-0.456955156,0.353322865,1350,1773,8,2122,5.14993E-07,2.13755E-06,1.61761E-07,731.7736842,81.54320153,200.3221257,311.0926396,111657.7803,0.380952381,0.44973545,0.847058824
1,-2.56641E-06,-0.722070241,0.990197745,2338,2408.5,1511,2680,6.02622E-09,9.01701E-06,2.70881E-10,731.9556452,82.02538331,185.3216745,278.4974664,105602.3954,0.480808081,0.511111111,0.940711462
0,0.000115325,-0.687335684,0.904682881,2435,2470.5,1654,2663,5.9844E-07,2.00958E-05,1.86855E-07,805.2563025,74.3297879,196.024773,325.7147151,111484.7362,0.607594937,0.616033755,0.98630137
0,5.02917E-05,-0.721426974,0.97851945,2417,2466.5,1760,2657,7.94652E-08,1.03633E-05,2.52473E-08,759.5497382,78.9241109,198.3849354,306.1676347,114234.8565,0.521052632,0.542105263,0.961165049
3,-0.000124916,-0.680754848,0.872238447,1552,1471,1220,2468,7.58374E-07,2.70845E-06,2.49957E-07,777.6007194,77.15743528,269.3499414,371.9107096,167337.792,0.451263538,0.490974729,0.919117647
1,0.000116928,-0.745706768,0.991936416,2414,2440,1735,2741,1.03717E-06,3.04079E-05,3.82236E-07,774.7002141,77.3751953,186.2580124,293.3847006,97165.00494,0.521459227,0.538626609,0.96812749
2,1.22891E-05,-0.743902083,0.935565481,2259,2345.5,1485,2652,1.35364E-08,3.97092E-06,3.94669E-09,713.7619048,84.04042275,206.9057337,324.7069197,165308.1469,0.417012448,0.443983402,0.939252336
2,-3.30513E-05,-0.734312353,0.900097365,2128,2151,1556,2674,9.12916E-08,3.85011E-06,2.85327E-08,705.5884774,85.01624968,232.193768,384.052151,191738.9186,0.35257732,0.389690722,0.904761905
2,4.65253E-05,-0.713726214,0.925501723,2265,2329.5,1691,2593,1.16781E-07,3.48274E-06,3.48084E-08,689.2719033,87.03098513,215.9093153,338.590022,203207.3713,0.372727273,0.4,0.931818182
0,-0.000123111,-0.724664727,0.935768602,2342,2399,1789,2649,9.84682E-07,1.43969E-05,3.33217E-07,743.16,80.65327139,204.7041265,325.006735,147993.6099,0.498746867,0.518796992,0.961352657
1,1.41674E-05,-0.736365948,0.97320269,2370,2416,1763,2623,1.41174E-08,1.1276E-05,4.83393E-09,743.6052009,80.69478719,189.9288225,293.4447167,116078.024,0.481042654,0.5,0.962085308
3,0.000203132,-0.71115745,0.941133764,1954,1943,1315,2449,1.37657E-06,8.26783E-06,4.13531E-07,688.8113208,86.77997406,185.2180568,305.9284313,129398.9597,0.383886256,0.431279621,0.89010989
3,3.40937E-05,-0.677313152,0.870741347,1964,1959,1437,2546,5.33617E-08,2.92427E-06,1.19211E-08,691.6435644,86.66633461,197.8120963,313.2154343,132480.3053,0.378109453,0.427860697,0.88372093
1,1.71984E-05,-0.445391909,0.268809836,17858,5395,1783,65889,2.56588E-08,1.52584E-07,8.31758E-09,792.2336245,75.75382483,159.4011994,227.8017477,63980.24743,0.396061269,0.472647702,0.837962963
0,-4.82767E-05,-0.416013248,0.258827145,17084,20266,1955,30233,9.98346E-08,3.11309E-07,3.26645E-08,790.7078189,75.88480438,189.5501091,279.4311353,70803.87164,0.512396694,0.520661157,0.984126984
0,3.81728E-05,-0.404592028,0.265263061,4317,4820,1814,5852,4.63908E-08,1.51957E-07,1.45672E-08,808.3555556,74.40241705,170.1095602,266.7028229,64054.71589,0.480446927,0.51396648,0.934782609
3,-4.05059E-05,-0.167636484,0.122560395,1697,1600,24,9664,8.00446E-08,2.47755E-07,2.62752E-08,756.1223776,79.36983485,174.1260567,284.3318421,68385.77706,0.515789474,0.529824561,0.973509934
1,-4.41565E-06,-0.423479976,0.268720701,9087,6435,1989,53057,3.20413E-09,8.62704E-08,5.78074E-10,721.6806387,82.99647017,155.3741534,230.3766146,54485.86813,0.462,0.514,0.898832685
2,3.50102E-06,-0.417471724,0.270828732,10534,6176.5,1914,40756,2.27917E-09,1.14642E-07,3.41283E-10,759.9251101,79.00494287,153.7115659,187.3263052,41174.12039,0.428256071,0.507726269,0.843478261
2,-3.4554E-06,-0.40679611,0.281591691,9846,7941,1709,38580,1.90916E-09,1.02763E-07,3.26712E-10,756.9072848,79.25539498,162.6835666,209.7969315,49590.56532,0.466814159,0.519911504,0.89787234
2,-6.88052E-05,-0.393214278,0.254908215,10566,5930,2046,76488,2.42468E-07,7.76494E-07,7.58364E-08,731.8397436,82.05029622,165.9924889,230.7766897,50015.58228,0.575562701,0.591639871,0.972826087
0,7.33429E-08,-0.40204046,0.280313457,8359,3942,1925,54768,2.28312E-10,4.52303E-08,3.89144E-12,774.9583333,77.43518574,167.1680116,245.0666909,57650.46222,0.451697128,0.493472585,0.915343915
1,-2.71954E-06,-0.419044221,0.261998959,12831,5865,1820,58740,5.35071E-10,3.65447E-08,1.77938E-10,737.528169,81.26574088,164.7400724,228.4771412,55131.64704,0.477647059,0.52,0.918552036
3,-9.32749E-05,-0.406839201,0.236486464,1924,1924,1924,1924,2.77293E-07,6.77791E-07,8.69842E-08,787.4892473,76.18711338,183.6208471,321.9115979,65321.6217,0.486486486,0.486486486,1
3,-4.59674E-05,-0.417227151,0.257968086,16055,5588,1969,62036,6.53984E-08,2.34218E-07,2.11661E-08,790.3863636,75.56621294,180.1677837,287.0963894,79462.91337,0.457142857,0.497142857,0.91954023
1,2.05573E-06,-0.72572936,0.811058814,1630,1644,1333,1897,4.02723E-10,8.80967E-08,1.19494E-10,810.4754464,74.1034147,155.623657,285.3071999,37808.05577,0.494407159,0.494407159,1
0,-5.25203E-05,-0.674517388,0.722319743,1670,1676,1372,1841,1.26286E-07,5.55343E-07,3.87997E-08,836.6869565,71.84176152,162.6084583,310.2312053,44735.23575,0.493449782,0.497816594,0.99122807
0,5.26058E-06,-0.698390557,0.74792946,1655,1661,1526,1776,5.58124E-09,2.58552E-07,3.50682E-10,825.0511364,72.75816474,164.160996,320.4740214,31723.99712,0.502857143,0.502857143,1
3,4.24249E-05,-0.691711997,0.703446911,1206,1189.5,949,1593,9.50754E-08,8.81221E-07,2.89344E-08,769.3950178,77.98708512,215.0645616,225.2629573,87384.64207,0.310714286,0.375,0.828571429
1,-2.36305E-05,-0.748688061,0.84107325,1693,1706,1373,1892,4.72138E-08,3.25085E-07,1.57043E-08,779.2494624,77.04453207,196.0863704,300.3346847,74100.72645,0.454741379,0.49137931,0.925438596
2,1.95243E-05,-0.708007403,0.764235064,1603,1604.5,1333,1796,3.44857E-08,2.73359E-07,1.00067E-08,797.4652778,75.18492366,152.9029397,289.8739024,34240.8063,0.498839907,0.501160093,0.99537037
2,9.95674E-06,-0.714244132,0.755968779,1647,1651,1471,1877,1.09096E-08,1.84326E-07,2.63521E-09,808.0801887,74.1928257,169.4894614,308.0806871,43181.09982,0.491725768,0.501182033,0.981132075
